municipio,modalidad,tipo,nombre,direccion,codigo_postal,aforo_interior,aforo_terraza
ARONA,RESTAURACION,RESTAURANTE,EL FLAMBEADO,"FONTANA, L- 6 BAJO EDIF. ",38000,30,10
ARONA,RESTAURACION,RESTAURANTE,OUTRIGGER,"EDIF. COMPOSTELA BEACH, L-8004/8005",38650,47,0
ARONA,RESTAURACION,RESTAURANTE,ROBINSON,EL CHAPARRAL URB. ,38630,0,0
ARONA,RESTAURACION,RESTAURANTE,LA BUENA PAELLA,"AVDA JUAN CARLOS I, 33 - EDF. JARDINES CANARIOS, L-2B",38650,20,28
ARONA,RESTAURACION,RESTAURANTE,ABIAN,"BUZANADA, S/N. CTRA. (JUNTO AL PIRS) ",38626,32,14
ARONA,RESTAURACION,RESTAURANTE,AMERICAN FRIED CHICKEN,"AVDA ARQUITECTO GOMEZ CUESTA, 4, COMPLEJO YOMELY, L-2",38660,12,12
ARONA,RESTAURACION,RESTAURANTE,BIER PINTE,"AVDA. PLAYA DE LAS AMERICAS, 2, (URB. PARQUE SANTIAGO III, L-46/47/48)",38660,93,0
ARONA,RESTAURACION,RESTAURANTE,MALIBU,"AVDA. LAS AMERICAS, 9 (C.C. OASIS, L-43A)",38660,0,0
ARONA,RESTAURACION,RESTAURANTE,DRAGON DE ORO,"AVDA. ARQUITECTO GOMEZ CUESTA, 6, BAJO 1",38660,0,0
ARONA,RESTAURACION,RESTAURANTE,LOVE INDIA (AMOR DE LA INDIA),NOELIA AFONSO CABRERA (C.C. CALIFORNIA) ,38660,12,50
ARONA,RESTAURACION,RESTAURANTE,CHINO,"VALLE MENENDEZ, 23 ",38640,60,20
ARONA,RESTAURACION,RESTAURANTE,XINHAICHENG RESTAURANT,"AVDA RAFAEL PUIG LLUVINA, 14 - C.C. PRESIDENTE, L-19",38660,134,16
ARONA,RESTAURACION,RESTAURANTE,EL CINE II,"C/ JUAN BARIAJO, 6,  L-1 ",38650,15,35
ARONA,RESTAURACION,RESTAURANTE,THE COTTAGE,"C/ JUAN XXIII, 19 ES:1 PL:00 PT:L1 ED DON ANTONIO CRISTIANOS",38650,0,0
ARONA,RESTAURACION,RESTAURANTE,EXCALIBUR,"AVDA. SAN DIEGO-EL BEBEDERO, 13",38626,70,0
ARONA,RESTAURACION,RESTAURANTE,BORA-BORA,"FONTANA, L-14 EDIF. ",38640,108,0
ARONA,RESTAURACION,RESTAURANTE,BOHEMIAN GARDEN,"HOTEL COLUMBUS, 14/15 ",38660,80,0
ARONA,RESTAURACION,RESTAURANTE,TORO TAPAS & GRILL,"C/. SAN FRANCISCO, 2 (C.C. MIRADOR, L-14)",38650,40,40
ARONA,RESTAURACION,RESTAURANTE,STEAK ATELIER,"AVDA SAN FRANCISCO, 6, CC PASARELA, L-41",38650,68,30
ARONA,RESTAURACION,RESTAURANTE,QUATTROCENTO (CUATROCIENTOS),"ANTONIO DOMINGUEZ AVDA.  (EDIF. PORTOSIN, L-8/9/10)",38650,40,60
ARONA,RESTAURACION,RESTAURANTE,PANORAMA,"RAMBLA DIONISIO GONZALEZ, 21 (PASEO MARITIMO, 19)",38631,30,20
ARONA,RESTAURACION,RESTAURANTE,ROMANTICO,"AVDA SANTIAGO PUIG, ESQU. AVDA RAFAEL PUIG LLUVINA- C.C. PARAISO ROYAL, NIVEL 1, L-14, S/N",38660,8,160
ARONA,RESTAURACION,RESTAURANTE,MONGOLIAN,"AVDA. AMSTERDAM, 17 (C.C. EL MIRADOR, L-3 PTA. BAJA)",38640,130,0
ARONA,RESTAURACION,RESTAURANTE,NAPOLEON,"MORRO CUBAS, 12 ",38631,0,0
ARONA,RESTAURACION,RESTAURANTE,TASCA PEPO,"CTRA GENERAL TF-652 GUARGACHO, 34",38632,48,0
ARONA,RESTAURACION,RESTAURANTE,MERLIN,"AVDA RAFAEL PUIG, 19, C.C. CITY CENTER, L-21  ",38660,40,10
ARONA,RESTAURACION,RESTAURANTE,MARY ROGAN'S,"LAS AMERICAS, 10 AVDA. (APTOS. VISTASUR)",38660,56,44
ARONA,RESTAURACION,RESTAURANTE,"BRASA, LA ","CTRA. GENERAL DE GUAZA A BUZANADA (TF-66), Nº 371",38627,110,0
ARONA,RESTAURACION,RESTAURANTE,SWISS CHALET (CHALET SUIZO),"SUECIA AVDA.  (EDIF. CHITAMAR), 8 ",38640,64,0
ARONA,RESTAURACION,RESTAURANTE,DORNAJO,"HOTEL TENERIFE SOL, L-1,3,4,5 C.C.  ",38660,50,12
ARONA,RESTAURACION,RESTAURANTE,XIN XIN,GENERAL FRANCO (EDIF. PLAZA),38650,84,0
ARONA,RESTAURACION,RESTAURANTE,POLINA,"AVDA. PLAYA DE LAS AMERCIAS, Nº 8, C.C. COMPOSTELA BEACH, L-7004/7005",38660,16,18
ARONA,RESTAURACION,RESTAURANTE,EXCALIBUR,"CTRA. GENERAL LA CAMELLA, 43 ",38600,58,36
ARONA,RESTAURACION,RESTAURANTE,"OASIS, THE","APTOS. EUCALIPTUS, LOC. 5 ",38000,14,24
ARONA,RESTAURACION,RESTAURANTE,JASMIN,"CORAL MAR, L-34 C.C. ",38630,22,40
ARONA,RESTAURACION,RESTAURANTE,ATLANTICO,MARINO TENERIFE APTOS.  ,38640,70,0
ARONA,RESTAURACION,RESTAURANTE,PONTE VECCHIO,"SAN ROQUE, S/N. (EL CABEZO) ",38650,60,0
ARONA,RESTAURACION,RESTAURANTE,"HACIENDA, LA","GENERAL BUZANADA, 4 CTRA. ",38650,260,160
ARONA,RESTAURACION,RESTAURANTE,LEÑA Y CARBON,"AVDA JUAN CARLOS I, ESQU. C/ BERNA - C.C. MULTICENTRO, L-7B",38650,35,12
ARONA,RESTAURACION,RESTAURANTE,"ANGELES, LOS",SHOPPING CENTER C.C.  ,38660,0,0
ARONA,RESTAURACION,RESTAURANTE,GOVINDA'S,"AVDA RAFAEL PUIG LLUVINA, 32 - C.C. PARQUE SANTIAGO II, L-330",38660,123,20
ARONA,RESTAURACION,RESTAURANTE,"POMPA, LA","EL TREBOL, L-56 URB. ",38630,37,16
ARONA,RESTAURACION,RESTAURANTE,SAPORI DI MARE,"C/ VARADERO, 1 BAJO",38631,28,52
ARONA,RESTAURACION,RESTAURANTE,BURGER CAFE,"C/ MEXICO, 3, ES:1 PL:05 PT:05 C.C.A.SHOPPING FINCA-50",38660,0,0
ARONA,RESTAURACION,RESTAURANTE,CRISMER,"AVENIDA JUAN CARLOS I, 33 LOCAL 4-01",38650,0,0
ARONA,RESTAURACION,RESTAURANTE,THE CHICKEN LIFE,"PARAISO ROYAL, 25/26 URB. ",38660,20,44
ARONA,RESTAURACION,RESTAURANTE,THE ANCHOR,"AVENIDA SANTIAGO PUIG, 3, L-4",38640,0,0
ARONA,RESTAURACION,RESTAURANTE,LUMAR,"JUAN XXIII, 36. EDF. LUMAR ",38650,76,0
ARONA,RESTAURACION,RESTAURANTE,19TH HOLE (HOYO 19),COMPOSTELA BEACH APTOS. (GOLF II) ,38660,84,48
ARONA,RESTAURACION,RESTAURANTE,BELLAVISTA,"AVDA. FRANCISCO ANDRADE FUMERO, 24 (C.C. TROYA, L-10B PTA. BAJA)",38660,0,0
ARONA,RESTAURACION,RESTAURANTE,RINCON DEL MERO,"MARITIMA, 26 AVDA. ",38650,39,0
ARONA,RESTAURACION,RESTAURANTE,ISLA SOL,AVDA JOSE ANTONIO TAVIO (C.C. TREBOL L-37),38650,40,0
ARONA,RESTAURACION,RESTAURANTE,CASA PEPE,AVDA. JOSE ANTONIO (ED. LAS GAVIOTAS) ,38640,24,16
ARONA,RESTAURACION,RESTAURANTE,KISMAT,"AVDA AMSTERDAM, 2 - C.C. MULTICENTRO, L-13",38650,58,37
ARONA,RESTAURACION,RESTAURANTE,RUDI'S PIZZA TAXI,"CTRA. GENERAL TF- 28 LA CAMELLA, 32",38627,0,0
ARONA,RESTAURACION,RESTAURANTE,TROPICANA GARDEN,"C.C. CLUB 6, L-13  ",38650,40,235
ARONA,RESTAURACION,RESTAURANTE,CASA ALBERTO,"SUBIDA A LA SUBINITA, 1. LA CAMELLA ",38640,25,0
ARONA,RESTAURACION,RESTAURANTE,SUSHI AMORE,"AVDA ANTONIO DOMINGUEZ, 9 - URB. EL CAMISON, L-24 ",38660,24,8
ARONA,RESTAURACION,RESTAURANTE,VIA VAI,"PASEO MARITIMO, S/N. ",38650,26,0
ARONA,RESTAURACION,RESTAURANTE,ALEGRIA,"AVDA SAN FRANCISCO, 6 - C.C. OASIS PASARELA, L-B37",38650,8,20
ARONA,RESTAURACION,RESTAURANTE,CAS TOÑITO,"CALLEJON EL HORNITO, 5",38626,0,0
ARONA,RESTAURACION,RESTAURANTE,TEPPANYAKI (MESA PLANCHA),"LAS AMERICAS, 5 AVDA. (C.C. SAFARI, L-R3) ",38660,50,40
ARONA,RESTAURACION,RESTAURANTE,MONKEY (MONO),"LAS AMERICAS, 9. AVDA. (C.C. OASIS, L-15-A)",38650,70,220
ARONA,RESTAURACION,RESTAURANTE,SANTA VERONICA,"VERONICA I, L-444 C.C. ",38660,50,60
ARONA,RESTAURACION,RESTAURANTE,TRES CORONAS GARAGE,C.C. VERONICA III. LAS AMERICAS PYA ,38640,90,0
ARONA,RESTAURACION,RESTAURANTE,"ANGELES, LOS",CTRA. GENERAL CABO BLANCO ,38640,10,20
ARONA,RESTAURACION,RESTAURANTE,AL'S CARVERY (EL TRINCHADOR DE AL),"PENETRACION, L-20 AVDA. (EDF. COLUMBUS) ",38640,55,44
ARONA,RESTAURACION,RESTAURANTE,TAPAS REVOLUTION,"AVDA LA HABANA, 11 - C.C. SAN TELMO, L-4B",38650,15,20
ARONA,RESTAURACION,RESTAURANTE,BAHIA,"AVDA. GENERAL FRANCO, S/N. ",38640,146,0
ARONA,RESTAURACION,RESTAURANTE,PLAYA SOL,"EL PRESIDENTE, 16 C.C.  ",38660,85,82
ARONA,RESTAURACION,RESTAURANTE,ASADOR 240º,"AVDA. LA HABANA, 11 - C.C. SAN TELMO, LOCAL 5 B",38650,0,24
ARONA,RESTAURACION,RESTAURANTE,"RUINAS, LAS",AVDA. PENETRACION O AVDA. DEL ATLANTICO O C/ VARADERO JUNTO A CRUZ ROJA(LAS BURRAS)  ,38631,30,40
ARONA,RESTAURACION,RESTAURANTE,ALTA MAREA,"CALLE DE COLON, 5 PTA 127 CC PUERTO COLON",38660,0,0
ARONA,RESTAURACION,RESTAURANTE,AVANGARD,"AVDA AMSTERDAM, 6 (APTOS. REVERON)",38650,60,40
ARONA,RESTAURACION,RESTAURANTE,"CHINGUILON, EL","C/ REAL, 14 ",38626,150,0
ARONA,RESTAURACION,RESTAURANTE,ROSIE'S CANTINA,OASIS DEL SUR URB. (EDIF. ROYAL PALM) ,38509,110,0
ARONA,RESTAURACION,RESTAURANTE,MILLE GUSTI,"AVDA. SUECIA, 16-D (C.C. SAN TELMO) ",38650,46,0
ARONA,RESTAURACION,RESTAURANTE,SAL NEGRA,"AVDA LA HABANA, 11 - C.C. SAN TELMO L-13B/14B/15B, S/N",38650,25,15
ARONA,RESTAURACION,RESTAURANTE,PALERMO,C. C. JOSEBAS LOC. 8 ,38640,70,0
ARONA,RESTAURACION,RESTAURANTE,EMPIRE MODERN BRITISH STEAK HOUSE,"AVDA. LAS AMERICAS, S/N. (C.C. SAFARI, PLANTA ALTA, L-R2)",38670,75,0
ARONA,RESTAURACION,RESTAURANTE,TAURUS I,"C/ RODEO, 1, TRASERA HOTEL PARADISE PARK, URB. OASIS DEL SUR",38650,44,96
ARONA,RESTAURACION,RESTAURANTE,BUGSY'S (EL RESTAURANTE DE BUGSY),"C/. NORDICA, 2 (EDIF. TORRES DEL SOL, L-102B)",38650,110,30
ARONA,RESTAURACION,RESTAURANTE,LLANO AZUL,"GENERAL LOS CRISTIANOS A GUAZA, S/N. CTRA.",38650,50,0
ARONA,RESTAURACION,RESTAURANTE,DA MATIAS,"PASEO ESTOCOLMO, 4 - EDIF. CONYPRA II",38650,45,0
ARONA,RESTAURACION,RESTAURANTE,CALIFORNIA,CALIFORNIA APTOS. ,38660,50,34
ARONA,RESTAURACION,RESTAURANTE,REPSOL,"GUAZA A VILLA ISABEL, 6222 CTRA. ",38632,33,0
ARONA,RESTAURACION,RESTAURANTE,ENTRECOT,"PARAISO ROYAL, S/N. URB. ",38660,20,30
ARONA,RESTAURACION,RESTAURANTE,BELGICA,"MONTAÑA CHICA - EDIF. ESTRELLA, S/N ",38650,24,16
ARONA,RESTAURACION,RESTAURANTE,SAN DIEGO,"AVDA. SUECIA, C.C. SAN TELMO L-14",38430,48,0
ARONA,RESTAURACION,RESTAURANTE,HERMANO PEDRO,"SAN LORENZO, 52 ",38023,58,0
ARONA,RESTAURACION,RESTAURANTE,PIZZERIA EUROPA II,"C/ LA HABANA, 3 - EDF. RISCO DE LA GAVIOTA, L-C",38650,18,1
ARONA,RESTAURACION,RESTAURANTE,MARCO POLLO,"CORAL MAR, 7 C.C. ",38630,0,0
ARONA,RESTAURACION,RESTAURANTE,KEJARTA,"C/ RODEO, 9 - EDF. BEVERLY HILLS CLUB, L-21",38650,45,0
ARONA,RESTAURACION,RESTAURANTE,"TAVERNE ALSACIENNE, LA (LA TABERNA ALSACIANA)","MENENDEZ, 18 DCHA. BAJO (EDIF. FLORIN)",38650,24,24
ARONA,RESTAURACION,RESTAURANTE,SELVA,"AVDA. NOELIA AFONSO CABRERA, 7 - EDF. ZENTRAL CENTER, L- 45/46/47",38660,100,62
ARONA,RESTAURACION,RESTAURANTE,L'ALPAGE (LES PROPONE),"GENERAL LA ESTRELLA, 7 CTRA. ",38650,71,0
ARONA,RESTAURACION,RESTAURANTE,MESON EL LAJAR,"C/ LAS PARDELITAS, 33",38627,80,20
ARONA,RESTAURACION,RESTAURANTE,"CAPANNINA, LA","JUAN BARIAJO, 2 (C.C. MARINO 1ª FASE, L-7)",38650,32,16
ARONA,RESTAURACION,RESTAURANTE,"EURO, EL","PASEO MARITIMO, 6",38631,0,0
ARONA,RESTAURACION,RESTAURANTE,ECOBOX STREET FOOD & MUSIC BAR,"AVDA CHAYOFITA, Nº7, EDF. RESIDENCIA MESEÑA, LOCAL 4C",38640,0,0
ARONA,RESTAURACION,RESTAURANTE,"MATE, EL","C/. DOMINGUEZ PEREZ GRILLO, 3 (EDIF. VISTAMAR, L-7)",38650,40,0
ARONA,RESTAURACION,RESTAURANTE,KIKIRIKI,"GENERAL CABO BLANCO, 25 CTRA. ",38626,98,0
ARONA,RESTAURACION,RESTAURANTE,"COTTAGE, THE (CASITA DE CAMPO, LA)","C/ TAVIO (C.C. EL CHAPARRAL, L-11 Q)  ",38660,48,0
ARONA,RESTAURACION,RESTAURANTE,MAIZFOOD,"C/ HERMANO PEDRO BETHENOCURT 2, CC APOLO, L-6",38650,15,20
ARONA,RESTAURACION,RESTAURANTE,TONY ROMA'S ,"AVDA. RAFAEL PUIG, 23",38660,164,36
ARONA,RESTAURACION,RESTAURANTE,PICCOLO SAMA,"AVDA. LA HABANA, 11, C.C. SAN TELMO, LOCALES 19B-20B-21B",38650,22,19
ARONA,RESTAURACION,RESTAURANTE,LA BOCANA,"AVDA LOS PLAYEROS, 52, EDF. PLAYA, L-2 ESQ. PASEO BERLIN, 2",38650,20,0
ARONA,RESTAURACION,RESTAURANTE,MONTE VERDE STEAK-HOUSE,"EL TREBOL, L-43/44 URB.  ",38600,32,12
ARONA,RESTAURACION,RESTAURANTE,"TABERNA, LA",CHAPARRAL C.C. ,38631,0,0
ARONA,RESTAURACION,RESTAURANTE,RESTAURANTE OHANA,"AVENIDA RAFAEL PUIG LLUVINA -  PORTAL 1, PTA K,  Nº 39",38650,0,0
ARONA,RESTAURACION,RESTAURANTE,"ABANICOS, LOS","LA PALMA, 93  ",38650,34,0
ARONA,RESTAURACION,RESTAURANTE,"TAVERNA, LA",ORO BLANCO EDIF. (LAS AMERICAS) ,38660,79,0
ARONA,RESTAURACION,RESTAURANTE,HARD ROCK CAFE - TENERIFE,"AVDA. DE LAS AMERICAS, 4 (EDIF. PIRAMIDES DE ARONA)",38650,618,20
ARONA,RESTAURACION,RESTAURANTE,TABERNA VASCA TXUPINAZO,"C/ PARIS, S/N - COMPLEJO CRISTIAN SUR, L-52",38650,0,33
ARONA,RESTAURACION,RESTAURANTE,BUSHIDO,"TF 655 LOS CRISTIANOS-GUAZA, 20 (RESID. VISTA HERMOSA I, L-1)",38650,15,35
ARONA,RESTAURACION,RESTAURANTE,HONG KONG FOOD CITY (CIUDAD DE COMIDA HONG KONG),"AVDA. LA HABANA, 12 - EDIF. LOS CRISTIANOS III, L-7/8",38650,78,57
ARONA,RESTAURACION,RESTAURANTE,TERRAZAS DEL GUSTO,"PASEO CUBESA, 34, EDF. GARAÑAÑA, L-5/6",38630,42,0
ARONA,RESTAURACION,RESTAURANTE,DEEP PAN PIZZA,"LAS GAVIOTAS I, L-74S EDIF. ",38640,16,21
ARONA,RESTAURACION,RESTAURANTE,ROSY´S,"AVENIDA NOELIA AFONSO CABRERA, 8",38660,0,0
ARONA,RESTAURACION,RESTAURANTE,LA ABUELA,"C/ IGARA, 37",38627,0,0
ARONA,RESTAURACION,RESTAURANTE,BLUE SEA,"JUAN XXIII, 32 ",38000,26,16
ARONA,RESTAURACION,RESTAURANTE,STOP,"AVDA. JOSE ANTONIO TAVIO, 13, URB. TREBOL, L-51, 38631",38631,0,0
ARONA,RESTAURACION,RESTAURANTE,"TAHONA, LA","SUECIA AVDA. (EDIF. CHAYOFITA, L-7B) ",38650,34,0
ARONA,RESTAURACION,RESTAURANTE,SHIN YORI," AVENIDA LA HABANA -  C.C. SAN TELMO LOCAL 7B, 11",38650,0,0
ARONA,RESTAURACION,RESTAURANTE,PAPA LUIGI,"SUECIA, 40 AVDA. ",38650,70,0
ARONA,RESTAURACION,RESTAURANTE,AMBASSADEUR,"STARCO, L-501/502 CC. ",38650,310,0
ARONA,RESTAURACION,RESTAURANTE,"DOLORES II, LA","C. C. EL PRESIDENTE, L-9",38660,70,0
ARONA,RESTAURACION,RESTAURANTE,MOBY DICK,"EL TREBOL URB., LOCALES 22-24",38631,32,12
ARONA,RESTAURACION,RESTAURANTE,OINÉ TRATTORIA,"AVDA. LA HABANA, 12, EDF. CRISTIANOS III, LOCAL 6, BJ",38650,30,20
ARONA,RESTAURACION,RESTAURANTE,"GAUCHO, EL",CHAYOFA URB. ,38670,120,0
ARONA,RESTAURACION,RESTAURANTE,LA PALAPA,"PASEO FRANCISCO ANDRADE FUMERO, 5",38660,0,132
ARONA,RESTAURACION,RESTAURANTE,TIJL,"AVDA JOSE ANTONIO TAVIO, 13, EDF. MINIGOLF, L-1",38630,52,20
ARONA,RESTAURACION,RESTAURANTE,"RANCHO, EL","TRANSVERSAL JUAN XXIII, S/N. ",38650,30,0
ARONA,RESTAURACION,RESTAURANTE,ORO DI NAPOLI,"C/ DEL VALLE MENENDEZ, 20, BJ, EDF. LEONARDO DA VINCI",38650,60,84
ARONA,RESTAURACION,RESTAURANTE,EL RINCON DE KARINA,"CTRA TF-66 CRUZ DEL GUANCHE, 18, EDF. NOELIA LOCAL ",38626,83,0
ARONA,RESTAURACION,RESTAURANTE,PLANETA BEACH CHEF,"AVDA. LA HABANA, 11, C.C. SAN TELMO, LOCAL 1-2D (PASEO LAS VISTAS, 10)",38650,13,20
ARONA,RESTAURACION,RESTAURANTE,ADEJE CHICKEN,"AVDA DE PUERTO RICO, 284",38627,65,0
ARONA,RESTAURACION,RESTAURANTE,GRAN CHINA,"EL CAMISON, 49 URB. ",38650,38,8
ARONA,RESTAURACION,RESTAURANTE,THE COTTAGE,"C/. GENERAL FRANCO, 44 ",38650,24,0
ARONA,RESTAURACION,RESTAURANTE,"MERENDERO, EL",LA GOMERA (VILLA ISABEL) ,38000,0,0
ARONA,RESTAURACION,RESTAURANTE,CRUISE INN II,"AVDA LONDRES, 6, EDIF. VICTORIA COURT I, L-2/3 (BAR PISCINA) ",38650,48,0
ARONA,RESTAURACION,RESTAURANTE,"REINA DEL TROPICO, LA","LA HABANA (EDIF. NUEVO MAR, L-1) PROL. AVDA. DE SUECIA, S/N.",38640,146,0
ARONA,RESTAURACION,RESTAURANTE,KUBA KUBA,"C/ HERMANO PEDRO BETHENCOURT, 1 - C.C. APOLO, L-43/37, S/N",38650,0,45
ARONA,RESTAURACION,RESTAURANTE,HOLLYWOOD BAR & RESTAURANT BISTRO ,HOLLYWOOD MIRAGE (URB. OASIS DEL SUR) ,38650,194,0
ARONA,RESTAURACION,RESTAURANTE,NEW CHARLESTON (NUEVO CHARLESTON),"AVDA. JOSE ANTONIO TAVIO, S/N. (C.C. CHAPARRAL III, L-301/1/1/38) ",38630,48,24
ARONA,RESTAURACION,RESTAURANTE,GANDHI,"SUECIA AVDA. (SAN TELMO, B1/B2 C.C.) ",38650,20,44
ARONA,RESTAURACION,RESTAURANTE,RONG CHENG,"C/ MEXICO, C.C. LAS PALMERAS, L-13",38660,24,28
ARONA,RESTAURACION,RESTAURANTE,McDONALD'S CARLOTA,"AVDA. LITORAL, S/N. (C.C. LA CARLOTA, L-2D)",38660,146,70
ARONA,RESTAURACION,RESTAURANTE,THE BUS STOP (PARADA DE AUTOBUS),"PLAYA AZUL, L-3 C.C. ",38640,33,4
ARONA,RESTAURACION,RESTAURANTE,"FONTANA, LA","GENERAL LAS GALLETAS, 31 CTRA.  ",38631,3,0
ARONA,RESTAURACION,RESTAURANTE,DONOSTI,"PENETRACION AVDA. (C.C. APOLO, L-5) ",38650,36,24
ARONA,RESTAURACION,RESTAURANTE,ABERDEEN STEAK HOUSE,"LUIS DIAZ, 5 (APTOS. TENERIFE ROYAL GARDEN, L-1B)",38660,46,84
ARONA,RESTAURACION,RESTAURANTE,"CARABELAS, LAS","PENETRACION, L-8 AVDA. (EDIF. COLON II) ",38660,28,8
ARONA,RESTAURACION,RESTAURANTE,EL TEJAR II,"C/ HERMANO PEDRO BETHENCOURT, 2, C.C. APOLO, L-37/38",38650,12,48
ARONA,RESTAURACION,RESTAURANTE,FADOS,"AVDA. MARITIMA, 3, C.C. JOSEBAS, L-1",38650,30,20
ARONA,RESTAURACION,RESTAURANTE,"PALMMAR, EL",GUAZA-EL PALMAR CTRA. (EL PALMAR),38630,300,0
ARONA,RESTAURACION,RESTAURANTE,"ESCALA, LA","LA PALOMA, 7 ",38640,80,50
ARONA,RESTAURACION,RESTAURANTE,MADONNA,"PENETRACION, S/N. AVDA. (ED. LOS CRISTIA NOS I)",38650,76,0
ARONA,RESTAURACION,RESTAURANTE,CASA CASTILLA,"CTRA TF-28 VALLE SAN LORENZO, 152 - EDF. J.J. TIMANFAYA, L-3",38626,42,0
ARONA,RESTAURACION,RESTAURANTE,TOTEM,"EL CHAPARRAL, FASE III C.C. ",38630,50,70
ARONA,RESTAURACION,RESTAURANTE,19TH HOLE,"C/ AMSTERDAM, 11 ,URB. PARQUE MARGARITA, L-119 ",38650,80,0
ARONA,RESTAURACION,RESTAURANTE,CHEZ IDESSE,C/  ATENEA  29 ,38630,30,0
ARONA,RESTAURACION,RESTAURANTE,MESON LAS LANZAS,"C/ NOELIA AFONSO CABRERA, URB. LAS VIÑAS, L-8 ",38660,46,40
ARONA,RESTAURACION,RESTAURANTE,MI CASA TU CASA,"PENETRACION, L-1 AVDA.  (EDIF. PALOMA BEACH)",38640,36,0
ARONA,RESTAURACION,RESTAURANTE,SIN GLUTEN SO GOOD,"AVDA. LA HABANA, 11, PLANTA 1, LOCAL 11A-12A",38670,0,0
ARONA,RESTAURACION,RESTAURANTE,JACKS STEAK HOUSE,C. C. LAS PALMERAS II LOC. 5 ,38640,0,16
ARONA,RESTAURACION,RESTAURANTE,LINARES II,"AVDA LOS PLAYEROS, 52 - EDIF. PLAYA, L-3",38650,40,60
ARONA,RESTAURACION,RESTAURANTE,LA SARTÉN,"CR GENERAL TF28,  117",38640,0,0
ARONA,RESTAURACION,RESTAURANTE,LUNA LLENA TANDOORI,"CORONEL, S/N. (C.C. MAGALY)",38000,66,0
ARONA,RESTAURACION,RESTAURANTE,CANTON I,"GENERAL FRANCO, 5 TRANSVERSAL ",38650,40,24
ARONA,RESTAURACION,RESTAURANTE,JACKY,"INDUSTRIAL, PARCELA 7 POLIG. (LAS GALLET AS)",38000,30,0
ARONA,RESTAURACION,RESTAURANTE,SERGI'S,"EL TREBOL, 56, URB. ",38630,0,0
ARONA,RESTAURACION,RESTAURANTE,MARIPOSA,"C/ JUAN XXIII, 14 - EDIF. MARCO, L-2",38650,46,16
ARONA,RESTAURACION,RESTAURANTE,"MALAGA, EL",PENETRACION AVDA. EDF. PARQQUE LA  PAZ. ,38640,75,0
ARONA,RESTAURACION,RESTAURANTE,CHINA GARDEN,"AVDA ARQUITECTO GOMEZ CUESTA, 16 - EDF. LAS FLORITAS, L-2-7",38640,20,24
ARONA,RESTAURACION,RESTAURANTE,MAR Y SUR,"RAMBLA DE LAS GALLETAS, 24 ",38280,50,10
ARONA,RESTAURACION,RESTAURANTE,TORRES DEL SOL,PROL. SUECIA AVDA. (EDIF.TORRES DEL SOL) ,38650,110,15
ARONA,RESTAURACION,RESTAURANTE,BELGA CAFE,"AVDA JUAN CARLOS I, 26 - EDF. EL GUAYERO, L-9 ",38640,20,0
ARONA,RESTAURACION,RESTAURANTE,PASEO PICASSO,"AVDA RAFAEL PUIG LLUVINA, 14, C.C. TROYA, L-1A",38660,20,50
ARONA,RESTAURACION,RESTAURANTE,"CAPUCHINA, LA","EDIF. ALTEMAR - MOJON DEL PONIENTE, 6 ",38000,32,18
ARONA,RESTAURACION,RESTAURANTE,ROSAMAR,APTOS ROSAMAR ,38640,0,0
ARONA,RESTAURACION,RESTAURANTE,JAGS BAR,"CALLE MEXICO - C.C.  LAS PALMERAS,  PBJ 3-  LAS AMERICAS ARONA, Nº 2",38650,0,0
ARONA,RESTAURACION,RESTAURANTE,McCALL´S,"EDIF. CRISTIANOS III, 6 (LOS CRISTIANOS)",38650,32,0
ARONA,RESTAURACION,RESTAURANTE,LE TOURNESOL (EL TORNASOL),"LAS GAVIOTAS, 74-G EDIF. ",38631,26,16
ARONA,RESTAURACION,RESTAURANTE,EXPRESS SLOW BOAT (EXPRESS BARCO LENTO),"LITORAL, S/N. AVDA. (EDIF. CENTRO PLAYA) (C.C. VERONICAS)",38660,0,0
ARONA,RESTAURACION,SALA DE FIESTAS,"FLORITA, LA","ARQUITECTO GOMEZ, S/N. (URB. LA FLORITA) ",38650,0,0
ARONA,RESTAURACION,SALA DE FIESTAS,"DULCE VIDA, LA","PLAYA AZUL, L-7 EDIF. ",38650,0,0
ARONA,RESTAURACION,SALA DE FIESTAS,KABUGA,"AMERICAS SHOPPING CENTER, L-30 C.C. ",38660,250,0
ARONA,RESTAURACION,SALON RECREATIVO,PLANET FUN CRISTIANOS II,"JUAN CARLOS I, S/N. AVDA. (C.C. BAHÍA, L-4/5/6)",38650,0,0
ARONA,RESTAURACION,SNACK,CESAR,"CHAYOFITA, L-5 y L-6 AVDA. (EDIF. SIMON) ",38650,56,0
ARONA,RESTAURACION,TASCA,VM 2,"CTRA GENERAL TF-652 LAS CHAFIRAS - LAS GALLETAS, 27, L-1",38631,30,20
ARONA,RESTAURACION,TASCA,TORRES,"CANDIDA PEÑA BELLO, 15 BAJO",38660,19,0
ARONA,RESTAURACION,TASCA,BAMBU,"C/ MARIA DEL CARMEN GARCIA, 40, LOCAL BAJO DCHA. ",38631,21,0
ARONA,RESTAURACION,TASCA,TABERNA SUIZA,"C/ HERCULES, 1 - URB. PARQUE DON JOSE, L-12",38630,4,10
ARONA,RESTAURACION,TASCA,OURIÑO,"C/ IBARRA (EDIF. SILPAL II), 2",38631,48,0
