municipio,modalidad,tipo,nombre,direccion,codigo_postal,categoria,unidades_alojativas,plazas_alojativas
ARONA,EXTRAHOTELERA,APARTAMENTO,GRANADA PARK,"C/. MEANDROS (GOLF LAS AMERICAS), 2",38650,3 ESTRELLAS,0,0
ARONA,EXTRAHOTELERA,APARTAMENTO,DRAGO-PEERAER,URB. TEN-BEL (AGRUPACION DRAGO),38630,1 LLAVE,5,10
ARONA,EXTRAHOTELERA,APARTAMENTO,"ALISIOS, LOS","CTRA. TF-655 LOS CRISTIANOS-GUAZA, 11 (LOS ALISIOS) SOMADA DE LOS ERES",38640,4 ESTRELLAS,121,274
ARONA,EXTRAHOTELERA,APARTAMENTO,OCEAN AZAHARA PLAYA,"PROLONGACIÓN AVDA. SUECIA, S/N.",38650,2 LLAVES,69,159
ARONA,EXTRAHOTELERA,APARTAMENTO,BAHIA COLON,"LA PALOMA, 9",38650,2 LLAVES,9,35
ARONA,EXTRAHOTELERA,APARTAMENTO,GREEN GOLF RESORT,"C/. LANDA (CAMPO DE GOLF LAS AMERICAS), 1",38650,4 ESTRELLAS,121,325
ARONA,EXTRAHOTELERA,APARTAMENTO,CALIFORNIA,"C/. NOELIA AFONSO, 2",38660,2 LLAVES,95,200
ARONA,EXTRAHOTELERA,APARTAMENTO,GEMINIS-LAURENT,TEN-BEL URB.,38000,1 LLAVE,2,8
ARONA,EXTRAHOTELERA,APARTAMENTO,SUMMERLAND-FERNANDEZ,ASOMADA DE LOS ERES,38000,2 LLAVES,30,70
ARONA,EXTRAHOTELERA,APARTAMENTO,THE SUITES AT BEVERLY HILLS HEIGHTS,"C/. SIERRA NEVADA, 1 (URB. OASIS DEL SUR)",38650,3 LLAVES,110,474
ARONA,EXTRAHOTELERA,APARTAMENTO,PARQUE SANTIAGO II-PINACLE,"AVDA. MARITIMA, S/N.",38660,1 LLAVE,67,297
ARONA,EXTRAHOTELERA,APARTAMENTO,ANA MARIA,"RAMON PINO, 17",38000,1 LLAVE,5,20
ARONA,EXTRAHOTELERA,APARTAMENTO,EUREKA,TEN-BEL URB.,38640,2 LLAVES,99,230
ARONA,EXTRAHOTELERA,APARTAMENTO,COSTAMAR-VALIENTE,"JUAN CARLOS I, 40",38000,1 LLAVE,31,100
ARONA,EXTRAHOTELERA,APARTAMENTO,TENERIFE SUR,AMSTERDAM. 7,38650,3 LLAVES,199,539
ARONA,EXTRAHOTELERA,APARTAMENTO,COMODORO-VICTOR,"JUAN CARLOS I, 30, AVDA.",38000,1 LLAVE,3,7
ARONA,EXTRAHOTELERA,APARTAMENTO,THE SUITES AT THE MIRAGE,OASIS DEL SUR  URB.,38650,1 LLAVE,335,1125
ARONA,EXTRAHOTELERA,APARTAMENTO,PLAYA HONDA II,"C/. NOELIA AFONSO, 8",38660,2 LLAVES,107,321
ARONA,EXTRAHOTELERA,APARTAMENTO,BUNGALOWS ATLANTIDA,"AVDA. LONDRES (RESIDENCIAL LAS PLATANERAS), 3",38650,3 LLAVES,192,630
ARONA,EXTRAHOTELERA,APARTAMENTO,WHALA! TENERIFE,"ANTONIO DOMINGUEZ, 20- AVDA.",38000,1 LLAVE,76,189
ARONA,EXTRAHOTELERA,APARTAMENTO,GOLF RESORT,"C/. MEANDRO, 3",38000,3 LLAVES,51,203
ARONA,EXTRAHOTELERA,APARTAMENTO,COMODORO-BAILEY,"JUAN CARLOS I, 30, AVDA.",38000,1 LLAVE,12,32
ARONA,EXTRAHOTELERA,APARTAMENTO,OHASIS BOUTIQUE SUITES,"AVDA. SAN FRANCISCO (SOMADA DE LOS ERES), 15",38650,3 ESTRELLAS PROVISIONAL,90,360
ARONA,EXTRAHOTELERA,APARTAMENTO,PALIA DON PEDRO,"C/. HERCULES (URB. TEN-BEL), 3",38640,3 ESTRELLAS,141,292
ARONA,EXTRAHOTELERA,APARTAMENTO,PARQUE SANTIAGO IV,"AVDA. DEL LITORAL, S/N.",38660,3 ESTRELLAS,256,669
ARONA,EXTRAHOTELERA,APARTAMENTO,PARQUE CATTLEYA,"SANTIAGO PUIG, S/N, AVDA.",38660,2 LLAVES,39,100
ARONA,EXTRAHOTELERA,APARTAMENTO,ALEGRIA BARRANCO,"AVDA. SANTIAGO PUIG, 3",38640,2 LLAVES,0,0
ARONA,EXTRAHOTELERA,APARTAMENTO,PARQUE CATTLEYA II-REBECA,"C/. VICTOR ZURITA SOLER, 4",38660,1 LLAVE,27,74
ARONA,EXTRAHOTELERA,APARTAMENTO,MAR-OLA PARK,"AVDA. ANTONIO DOMINGUEZ, 17",38660,3 ESTRELLAS,72,148
ARONA,EXTRAHOTELERA,APARTAMENTO,PLAYA FLOR,"AVDA. RAFAEL PUIG LLUVINA, 3",38670,1 LLAVE,23,69
ARONA,EXTRAHOTELERA,APARTAMENTO,VICTORIA COURT II,"C/. ASOMADA DEL MORISCO, S/N.",38650,1 LLAVE,53,179
ARONA,EXTRAHOTELERA,APARTAMENTO,ALONDRAS PARK,"JOSE TAVIO, AVDA., S/N",38660,2 LLAVES,77,277
ARONA,EXTRAHOTELERA,BUNGALOW,ALTAMAR,"C/. ARQUITECTO GOMEZ CUESTA, 8",38000,2 LLAVES,49,253
ARONA,EXTRAHOTELERA,CASA RURAL,ALTAVISTA,"CMNO ALTAVISTA ESQ CMNO REAL DE ALTAVISTA, 18",38640,CATEGORIA UNICA,0,0
ARONA,EXTRAHOTELERA,CASA RURAL,EL CASERIO DE GUAZA,"CTRA TF-66 GUAZA-EL PALMAR, S/N - FINCA GUAZA ABAJO O DEL CORONEL",38632,CATEGORIA UNICA,3,18
ARONA,EXTRAHOTELERA,CASA RURAL,CASERIO DE GUAZA,"AVDA PALM-MAR, 4, ESQ., CTRA TF-66 FINCA GUAZA",38632,CATEGORIA UNICA,5,20
ARONA,EXTRAHOTELERA,CASA RURAL,LA FUENTE,"CMNO LA FUENTE, 119",38626,CATEGORIA UNICA,2,6
ARONA,HOTELERA,HOTEL,MARYLANZA SUITES & SPA,"C/. ARENALES, 20",38640,4 ESTRELLAS,217,434
ARONA,HOTELERA,HOTEL,VANILLA GARDEN,"AVDA. ARQUITECTO GOMEZ CUESTA, 5",38660,4 ESTRELLAS,106,212
ARONA,HOTELERA,HOTEL,EUROPE VILLA CORTES,"AVDA. RAFAEL PUIG LLUVINA, 38",38640,5 ESTRELLAS GRAN LUJO,151,277
ARONA,HOTELERA,HOTEL,"SIESTA, LA","AVDA. RAFAEL PUIG LLUVINA, 21",38660,4 ESTRELLAS,282,536
ARONA,HOTELERA,HOTEL,CONQUISTADOR,"AVDA. RAFAEL PUIG LLUVINA, 36",38660,4 ESTRELLAS,485,922
ARONA,HOTELERA,HOTEL,GARA SUITES GOLF & SPA,"C/ LANDA GOLF, 6",38660,4 ESTRELLAS,437,893
ARONA,HOTELERA,HOTEL,ANDREA'S,"AVDA. DEL VALLE MENENDEZ, 6",38650,2 ESTRELLAS,42,78
ARONA,HOTELERA,HOTEL,"PALMERAS, LAS","AVDA. RAFAEL PUIG LLUVINA, 28",38660,4 ESTRELLAS,519,1045
ARONA,HOTELERA,HOTEL,PARQUE LA PAZ,"AVDA. LUIS DIAZ DE LOSADA, 2",38660,4 ESTRELLAS,219,492
ARONA,HOTELERA,HOTEL,PARADISE PARK,"C/. HAWAI, 2 (URB. OASIS DEL SUR)",38650,4 ESTRELLAS,255,501
ARONA,HOTELERA,HOTEL,TIGOTAN,"AVDA. NOELIA AFONSO CABRERA, 6",38660,4 ESTRELLAS,416,832
ARONA,HOTELERA,HOTEL,CLEOPATRA PALACE HOTEL,AVDA. PLAYA DE LAS AMERICAS,38670,4 ESTRELLAS,431,866
ARONA,HOTELERA,HOTEL,REVERON PLAZA,"AVDA. LOS PLAYEROS, 26",38650,4 ESTRELLAS,43,86
ARONA,HOTELERA,HOTEL,CATALONIA ORO NEGRO,"C/. ARQUITECTO GOMEZ CUESTA, 14",38660,3 ESTRELLAS,269,538
ARONA,HOTELERA,HOTEL,REGENCY COUNTRY CLUB,"C/. TIGUANFAYA, PLAN PARCIAL PARCELAS 1-2",38670,3 ESTRELLAS,69,232
ARONA,HOTELERA,HOTEL,BITACORA,"C/. CALIFORNIA, 1",38660,4 ESTRELLAS,314,628
ARONA,HOTELERA,HOTEL,GALA,"AVDA. ARQUITECTO GOMEZ CUESTA, 3",38660,4 ESTRELLAS,308,616
ARONA,HOTELERA,HOTEL,ARONA GRAN HOTEL,"AVDA. JUAN CARLOS I, 38",38650,4 ESTRELLAS,391,776
ARONA,HOTELERA,HOTEL,EUROPE PARK CLUB,"AVDA. RAFAEL PUIG LLUVINA, 23",38660,3 ESTRELLAS,241,482
ARONA,HOTELERA,HOTEL,ANDORRA III,"C/. ANTONIO DOMINGUEZ, 10",38660,3 ESTRELLAS,101,303
ARONA,HOTELERA,HOTEL,PARQUE CRISTOBAL,"AVDA. RAFAEL PUIG LLUVINA, 15",38660,3 ESTRELLAS PROVISIONAL,151,665
ARONA,HOTELERA,HOTEL,CORAL BEACH,"C/. NOELIA AFONSO, 10",38640,4 ESTRELLAS,191,382
ARONA,HOTELERA,HOTEL,BEST TENERIFE,"AVDA. ANTONIO DOMINGUEZ, 6",38660,4 ESTRELLAS,365,696
ARONA,HOTELERA,HOTEL,ESTEFANIA ARONA,"C/. ARMICHE (AGUILAS DEL TEIDE), 5",38008,4 ESTRELLAS,32,64
ARONA,HOTELERA,HOTEL,VULCANO,"AVDA. ANTONIO DOMINGUEZ ALFONSO, 8",38650,4 ESTRELLAS,371,705
ARONA,HOTELERA,HOTEL,ZENTRAL CENTER,"C/. ARQUITECTO GOMEZ CUESTA, 22",38660,4 ESTRELLAS,208,416
ARONA,HOTELERA,HOTEL,LAS MADRIGUERAS,PLAN PARCIAL PARCELA Nº3 GOLF LAS AMERICAS,38660,5 ESTRELLAS,57,118
ARONA,HOTELERA,HOTEL,SOL ARONA TENERIFE,"AVDA. JUAN CARLOS I, 25",38650,4 ESTRELLAS PROVISIONAL,366,678
ARONA,HOTELERA,HOTEL,H10 BIG SUR,"AVDA. JUAN CARLOS I, 28",38650,4 ESTRELLAS,166,332
ARONA,HOTELERA,HOTEL,COLUMBUS,"AVDA. SANTIAGO PUIG, 8",38640,3 ESTRELLAS,472,604
ARONA,HOTELERA,HOTEL,SOL TENERIFE,"AVDA. RAFAEL PUIG LLUVINA, 12",38640,4 ESTRELLAS,522,991
ARONA,HOTELERA,HOTEL,SIR ANTHONY,"AVDA. LAS AMÉRICAS, S/N.",38660,5 ESTRELLAS,70,140
ARONA,HOTELERA,HOTEL CONGRESO,MEDITERRANEAN PALACE,AVDA. LAS AMERICAS S/N.,,5 ESTRELLAS,536,1072
ARONA,HOTELERA,HOTEL EMBLEMATICO,ARONA,"C/ DUQUE DE LA TORRE, 25 (EL BRESQUILLAR CASCO)",38640,CATEGORIA UNICA,9,22
ARONA,HOTELERA,HOTEL RURAL,LA CORREA DEL ALMENDRO,"CTRA DE ALTAVISTA, 58",38649,CATEGORIA UNICA,6,12
ARONA,HOTELERA,HOTEL RURAL,LA CASA AMARILLA,"CAMINO MOJONITOS, 40",38640,,0,0
ARONA,HOTELERA,PENSION,"ESTRELLA, LA",CTRA. GRAL. KM 1 - URB. LA ESTRELLA,38640,1 ESTRELLA,10,12
ARONA,HOTELERA,PENSION,TERESA,"RAMON PINO, 44",38640,1 ESTRELLA,3,8
ARONA,HOTELERA,PENSION,CASA BLANCA,"C/. RAMON PINO, 28",38640,1 ESTRELLA,10,16
ARONA,HOTELERA,PENSION,LAURA,"C/ LA ESPLANADA, 7",38650,1 ESTRELLA,8,14
ARONA,HOTELERA,PENSION,CASAMARAVILLAS,"C/. JUAN XXIII, 34",38006,1 ESTRELLA,3,7
ARONA,HOTELERA,PENSION,MARINO,"C/ BARRIO NUEVO, NÚM. 18-20",38006,2 ESTRELLAS,9,18
ARONA,HOTELERA,PENSION,"PALOMA, LA","C/. LA PALOMA, 5",38006,1 ESTRELLA,10,20
ARONA,HOTELERA,PENSION,"VINITOS, LOS","C/. VENEZUELA, 4",38640,1 ESTRELLA,17,30
ARONA,HOTELERA,PENSION,CASSANDRA,"C/. SAN MIGUEL, ESQ. C/ SAN JOSÉ, S/N.",38660,1 ESTRELLA,22,44
ARONA,HOTELERA,PENSION,PLAYA,"LA PALOMA, 9",38650,1 ESTRELLA,15,31
ARONA,HOTELERA,PENSION,CANO,"GALVAN BELLO, 9",38640,1 ESTRELLA,6,8
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,CASA QUEMADA,"PARAJE DE TENO ALTO, S/N",38480,COMPARTIDO OTROS USUARIOS,2,6
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,MORRO CATANA,"C/ LOMITO, Nº 19",38480,EXCLUSIVO,2,4
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,EL CHORRITO,"CAMINO LOMO OLIVERA - CASERIO EL CHORRITO, 12",38489,,0,0
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,CASA PURA,"ROQUE LAS TABAIBAS, S/N",38480,EXCLUSIVO,3,6
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,"TINTA, LA","C/ CARRIZAL BAJO, S/N",38480,EXCLUSIVO,1,4
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,"PIEDRAS, LAS","LAS PIEDRAS, S/N (CARRIZAL ALTO)",38480,EXCLUSIVO,1,2
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,MORRO CATANA DOS,"C/ LOMITO, 9",38480,EXCLUSIVO,1,3
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,EL HORNO,"C/. LOMO DE ARRIBA, S/N  - MASCA",38480,CATEGORIA UNICA,1,2
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,MASCA WITCH GARDEN,"LOMO DE ARRIBA, 59",38480,CATEGORIA UNICA,1,2
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,CASA EL CHORRO,"CARRIZAL ALTO, S/N.",38480,EXCLUSIVO,1,2
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,CASA BARRANCO PALMAS,"CAMINO LAS PALMAS, 10",38480,CATEGORIA UNICA,1,2
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,VIÑA CAMELLO,HOYA DEL CAMELLO,38480,COMPARTIDO OTROS USUARIOS,4,11
BUENAVISTA DEL NORTE,EXTRAHOTELERA,CASA RURAL,EL NIÑO,"C/ LOS CARRIZALES, 4",38480,CATEGORIA UNICA,0,0
BUENAVISTA DEL NORTE,HOTELERA,HOTEL,MELIA HACIENDA DEL CONDE,"C/. LA FINCA, S/N.",,5 ESTRELLAS GRAN LUJO,117,234
CANDELARIA ,EXTRAHOTELERA,APARTAMENTO,CASA MARIA,"C/. LA CUEVA (LAS CUEVECITAS), 22",,2 LLAVES,9,30
CANDELARIA ,EXTRAHOTELERA,CASA EMBLEMATICA,"FRAGUA DE ELISEO, LA","CALZADITA LA JIMEMEZ, 5 - IGUESTE DE CANDELARIA",38520,CATEGORIA UNICA,1,3
CANDELARIA ,EXTRAHOTELERA,CASA EMBLEMATICA,CASA AURELIA,"C/ LA MORRITA, 13 (PASAJE DE LA ROSA)",38520,CATEGORIA UNICA,1,2
CANDELARIA ,EXTRAHOTELERA,CASA RURAL,CASA EL MAESTRO,"LOMO JUAN DIAZ, 19",38530,EXCLUSIVO,2,3
CANDELARIA ,HOTELERA,HOTEL,CATALONIA PUNTA DEL REY,"AVDA. MARITIMA, 165",38520,4 ESTRELLAS,424,806
CANDELARIA ,HOTELERA,HOTEL,TENERIFE TOUR,"AVDA. MARITIMA, 170",38520,3 ESTRELLAS,95,180
EL ROSARIO,EXTRAHOTELERA,CASA RURAL,FINCA LOS PATOS,"C/ PREVENTORIO, 9",38290,CONJUNTO INMUEBLES,2,4
EL ROSARIO,EXTRAHOTELERA,CASA RURAL,LA MAJADERA,"C/ LAS ROSAS, 58",38109,COMPARTIDO PROPIETARIO,4,9
EL ROSARIO,EXTRAHOTELERA,CASA RURAL,DON LEANDRO,"CTRA. LA ESPERANZA, KM.16",38290,COMPARTIDO OTROS USUARIOS,7,16
EL ROSARIO,HOTELERA,HOTEL,CAÑADAS,"CTRA. GENERAL LA ESPERANZA, KM.7'5",38290,1 ESTRELLA,7,14
EL ROSARIO,HOTELERA,HOTEL RURAL,OHANA,"C/ PREVENTORIO, 17",38290,2 PALMERAS,7,20
EL ROSARIO,HOTELERA,PENSION,FINCA SUSANNA,"C/ ELÍAS BACALLADO HERNANDEZ, 57",38290,2 ESTRELLAS,3,7
EL ROSARIO,EXTRAHOTELERA,VIVIENDA TURISTICA,CHO PINITO CRUZ,"CMNO. DEL CENTRO, 1",38291,SIN DATO,4,7
EL SAUZAL,EXTRAHOTELERA,CASA RURAL,"RIQUELAS, LAS","CMNO. BABOSERAS, S/N. (LAS RIQUELAS)",38360,EXCLUSIVO,2,4
EL SAUZAL,EXTRAHOTELERA,CASA RURAL,PARA REUTILIZAR,,,,0,0
EL SAUZAL,HOTELERA,HOTEL RURAL,HACIENDA SAN JOSE,"CAMINO SAN JOSE, 40",38360,,0,0
EL SAUZAL,HOTELERA,PENSION,CASA RUTTER,CASA 75 (PUERTITO DEL SAUZAL),38008,2 ESTRELLAS,7,14
FASNIA,EXTRAHOTELERA,CASA EMBLEMATICA,CALIBORNA,"C/ CALVARIO, Nº1, ESQUINA SAN JOAQUIN",38570,CATEGORIA UNICA,2,4
FASNIA,EXTRAHOTELERA,CASA RURAL,"SOMBRERA, LA","LA SOMBRERA, Nº 36",38570,COMPARTIDO PROPIETARIO,1,3
FASNIA,EXTRAHOTELERA,CASA RURAL,"VISTA, LA","C/ LA VISTA, 78",38570,EXCLUSIVO,1,2
FASNIA,EXTRAHOTELERA,CASA RURAL,CASA PANCHO,"C/ LOMO ANGOSTO, 16",38579,COMPARTIDO OTROS USUARIOS,2,8
FASNIA,EXTRAHOTELERA,CASA RURAL,"ACHACAY, LA","C/ LA VERA, 18",38570,EXCLUSIVO,3,4
FASNIA,EXTRAHOTELERA,CASA RURAL,CHA-CARMEN,"LA VERA, 10",38579,CATEGORIA UNICA,1,3
FASNIA,EXTRAHOTELERA,CASA RURAL,CASERIO DEL CAMINO REAL,"ANTIGUO CAMINO REAL, S/N",38570,CATEGORIA UNICA,9,24
FASNIA,EXTRAHOTELERA,CASA RURAL,"VERITA, LA","C/ LA VERA, 8",38570,EXCLUSIVO,1,3
GARACHICO,EXTRAHOTELERA,CASA EMBLEMATICA,CASA GUDILIA,"CTRA. SAN PEDRO-LAS CRUCES, 31",38460,,0,0
GARACHICO,EXTRAHOTELERA,CASA EMBLEMATICA,CASA ISORA,"C/ TRANSVERSAL GUIA DE ISORA, 2",38450,,0,0
GARACHICO,EXTRAHOTELERA,CASA EMBLEMATICA,CASA HILARIA,"C/ SANTA ANA,15",38450,CATEGORIA UNICA,1,4
GARACHICO,EXTRAHOTELERA,CASA EMBLEMATICA,CASA BOSCO,"C/ EL SOL, 5",38450,CATEGORIA UNICA,0,0
GARACHICO,EXTRAHOTELERA,CASA EMBLEMATICA,LA CASITA DEL MUELLE,"C/. PEREZ ZAMORA, 39",38450,CATEGORIA UNICA,2,4
GARACHICO,EXTRAHOTELERA,CASA EMBLEMATICA,ISLA BAJA,"C/. ESTEBAN DE PONTE, 5",38450,CATEGORIA UNICA,6,12
GARACHICO,EXTRAHOTELERA,CASA EMBLEMATICA,CASA MASCAREÑO,"C/ CALVO SOTELO, 3",38450,CATEGORIA UNICA,1,6
GARACHICO,EXTRAHOTELERA,CASA RURAL,MALPAIS TRECE,"C/ MALPAIS, 13",38450,COMPARTIDO OTROS USUARIOS,8,15
GARACHICO,EXTRAHOTELERA,CASA RURAL,"IDA, CASA","C/ LA OLIVA, 8",38459,COMPARTIDO OTROS USUARIOS,5,15
GARACHICO,EXTRAHOTELERA,CASA RURAL,FINCA EL ISLEÑITO,"CMNO LAS ABIERTAS, S/N",38459,CATEGORIA UNICA,1,2
GARACHICO,EXTRAHOTELERA,CASA RURAL,FINCA LA QUINTA,"CTRA. SAN PEDRO - LAS CRUCES, 4",38450,EXCLUSIVO,2,5
GARACHICO,HOTELERA,HOTEL,SAN ROQUE,"ESTEBAN DE PONTE, 32",38450,4 ESTRELLAS,20,40
GARACHICO,HOTELERA,HOTEL EMBLEMATICO,GARA,"C/ ESTEBAN DE PONTE, 7",38450,CATEGORIA UNICA,16,30
GARACHICO,HOTELERA,HOTEL RURAL,"QUINTA ROJA, LA","GLORIETA SAN FRANCISCO, S/N.",38450,2 PALMERAS,20,40
GARACHICO,HOTELERA,HOTEL RURAL,"PATIO, EL","FINCA MALPAIS, 11",38450,2 PALMERAS,18,38
GARACHICO,HOTELERA,PENSION,"JARDIN, EL","C/. ESTEBAN DE PONTE, 8",38450,1 ESTRELLA,3,6
GARACHICO,EXTRAHOTELERA,VIVIENDA TURISTICA,"PARRALES, LOS","CTRA. DEL TANQUE, KM. 2.3",38450,CATEGORIA UNICA,2,4
GRANADILLA DE ABONA,EXTRAHOTELERA,APARTAMENTO,MIRAMAR-MARRERO,AVDA. MARITIMA,38600,1 LLAVE,3,15
GRANADILLA DE ABONA,EXTRAHOTELERA,APARTAMENTO,DURAZNO,"PRINCIPES DE ESPAÑA, 1 AVDA.",38612,2 LLAVES,37,131
GRANADILLA DE ABONA,EXTRAHOTELERA,APARTAMENTO,TINA,"AVDA. AMALIA, 1",38612,1 LLAVE,2,4
GRANADILLA DE ABONA,EXTRAHOTELERA,APARTAMENTO,MALOLA,"TENERIFE, 2",38612,2 LLAVES,25,80
GRANADILLA DE ABONA,EXTRAHOTELERA,APARTAMENTO,ROCAMAR,"PASEO NTRA.SRA. DE LAS MERCEDES DE ROJA, 20",38612,1 LLAVE,7,17
GRANADILLA DE ABONA,EXTRAHOTELERA,APARTAMENTO,MARAZUL,"C/. EVARISTO GOMEZ, 2",38612,1 LLAVE,26,88
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA EMBLEMATICA,CASAS BIOCLIMATICAS ITER,"PARQUE EOLICO - POLIG. INDUSTRIAL DE GRANADILLA, S/N.",38600,CATEGORIA UNICA,74,119
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,CASA ANTON PICHE,"C/ PRINCIPAL, 38",38600,COMPARTIDO PROPIETARIO,3,6
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,ARGELIA,"C/ NTRA SRA DE LA ESPERANZA, 8 (LAS VEGAS)",38594,EXCLUSIVO,1,6
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,ALTOS CRUZ DE TEA,"C/ EL PINAR, 1 (EL PINALETE)",38616,COMPARTIDO PROPIETARIO,1,3
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,CASA PEPA,C/ GUAJARA S/N. (LAS VEGAS),38600,EXCLUSIVO,2,6
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,CASA LAS PEREZ,"C/ GUAJARA, 23 (LAS VEGAS)",38600,EXCLUSIVO,2,5
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,SOFIA,"C/ GUAJARA, 11 (LAS VEGAS)",38594,CATEGORIA UNICA,2,4
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,LA CUADRA,"C/ NTRA SRA DE LA ESPERANZA, 6 (LAS VEGAS)",38594,EXCLUSIVO,1,4
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,FINCA AZEBUCHE,"LOMO HERNÁNDEZ, S/N",38600,CONJUNTO INMUEBLES,4,10
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,VERA,"BARRANCO CHAVEZ, 4",38600,EXCLUSIVO,1,2
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,"TRASPATIO, EL","C/ ARQUITECTO MARRERO, 9",38600,COMPARTIDO OTROS USUARIOS,3,8
GRANADILLA DE ABONA,EXTRAHOTELERA,CASA RURAL,"VENTA, LA","NUESTRA SRA. DE LA ESPERANZA, 8 (LAS VEGAS)",38600,COMPARTIDO OTROS USUARIOS,3,9
GRANADILLA DE ABONA,HOTELERA,HOTEL,PLAYA SUR TENERIFE ,LOS VALOS S/N - PLAYA DEL MEDANO,38612,3 ESTRELLAS,76,149
GRANADILLA DE ABONA,HOTELERA,HOTEL,UCANCA,"AVDA. SANTA CRUZ, 183",38611,2 ESTRELLAS,22,42
GRANADILLA DE ABONA,HOTELERA,HOTEL,MEDANO,"PZA. DEL MEDANO, S/N.",38612,3 ESTRELLAS,91,162
GRANADILLA DE ABONA,HOTELERA,HOTEL,ARENAS DEL MAR,"AVDA. EUROPA, 2",38612,4 ESTRELLAS,155,320
GRANADILLA DE ABONA,HOTELERA,HOTEL,AEROPUERTO SUR,"C/. BENCHIJIGUA, 4",38611,3 ESTRELLAS,94,161
GRANADILLA DE ABONA,HOTELERA,HOTEL RURAL,CASA LENA,"C/ MANTILLO, 18 (CHARCO DEL PINO)",38595,CATEGORIA UNICA,2,4
GRANADILLA DE ABONA,HOTELERA,HOTEL RURAL,SENDEROS DE ABONA,"C/ LA IGLESIA, 5",38600,1 PALMERA,16,38
GRANADILLA DE ABONA,HOTELERA,PENSION,SANTIAGO,"C/. ISAAC DE VEGA, 12",38600,1 ESTRELLA,15,23
GRANADILLA DE ABONA,HOTELERA,PENSION,CAREL,"AVDA. PRINCIPES DE ESPAÑA, 22",38600,2 ESTRELLAS,21,42
GRANADILLA DE ABONA,HOTELERA,PENSION,DOS HERMANOS,"FUNDADOR GONZALEZ GONZALEZ, 7 AVDA.",38600,1 ESTRELLA,20,31
GRANADILLA DE ABONA,EXTRAHOTELERA,VIVIENDA TURISTICA,WALLY,"EL MEDANO, S/N.",38600,SIN DATO,3,6
GUIA DE ISORA,EXTRAHOTELERA,APARTAMENTO,THE TERRACES OF ABAMA,"CTRA. GENERAL TF-47, KM. 9 (PLAN PARCIAL CLUB DE CAMPO-FASE III-ABAMA)",38687,5 ESTRELLAS,151,700
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,CASA ERQUES,"LA MORRA, S/N",38680,EXCLUSIVO,2,4
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,"MORA, LA","C/ CATALUÑA, S/N",38680,EXCLUSIVO,1,2
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,"ZAPATERIA, LA","C/ VIRGEN DE LA PAZ, 2",38689,EXCLUSIVO,2,5
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,FINCA DELICIAS,"AVDA. LOS PESCADORES, S/N (FINCA DELICIAS)",38686,CATEGORIA UNICA,4,18
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,"ATAJO, EL","C/. EL ATAJO, 9",38689,COMPARTIDO OTROS USUARIOS,2,4
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,"DULCES, LAS","CTRA. LOS PAJARES, S/N.",38680,COMPARTIDO OTROS USUARIOS,4,8
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,CASA DEL ABUELO,"C/ SANTA LUCIA, 1",38688,EXCLUSIVO,2,4
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,CASA VIDAL,"C/ SAN FELIPE, 5",38680,EXCLUSIVO,3,6
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,"VISTITA, LA","CAMINO NUEVO, 18",38688,EXCLUSIVO,2,4
GUIA DE ISORA,EXTRAHOTELERA,CASA RURAL,CASA CARMELA,"C/ LA RIVERA, 4",38680,EXCLUSIVO,3,4
